site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo  Advanced 24.0-3 480 (4) (2344E5)__rated_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__daily_energy_kwh,Symo  Advanced 24.0-3 480 (4) (2344E5)__specific_yield_kwh_per_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__relative_specific_yield_vs_site_avg,Symo 24.0-3 480 (1) (ECDEE1)__rated_kw,Symo 24.0-3 480 (1) (ECDEE1)__daily_energy_kwh,Symo 24.0-3 480 (1) (ECDEE1)__specific_yield_kwh_per_kw,Symo 24.0-3 480 (1) (ECDEE1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (2344D2)__rated_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (2344D2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (2344DB)__rated_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (2344DB)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (2344EE)__rated_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (2344EE)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (6) (D2487C)__rated_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__daily_energy_kwh,Symo Advanced 24.0-3 480 (6) (D2487C)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (7) (D3E7E7)__rated_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__daily_energy_kwh,Symo Advanced 24.0-3 480 (7) (D3E7E7)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__relative_specific_yield_vs_site_avg
G and C farms south meter,2022-07-29,site_missing_data,990.49,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,196.82,8.200833,1.390968,24.0,198.52,8.271667,1.402982,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,199.93,8.330417,1.412947,24.0,197.46,8.2275,1.395491,24.0,197.76,8.24,1.397611
G and C farms south meter,2022-07-30,site_missing_data,1081.01,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,214.89,8.95375,1.391504,24.0,216.56,9.023333,1.402318,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,218.23,9.092917,1.413132,24.0,215.55,8.98125,1.395778,24.0,215.78,8.990833,1.397267
G and C farms south meter,2022-07-31,site_missing_data,1092.36,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,216.96,9.04,1.390311,24.0,219.01,9.125417,1.403448,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,220.45,9.185417,1.412675,24.0,217.83,9.07625,1.395886,24.0,218.11,9.087917,1.39768
G and C farms south meter,2022-08-01,site_missing_data,1086.78,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,215.81,8.992083,1.390042,24.0,218.07,9.08625,1.404599,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,219.15,9.13125,1.411555,24.0,216.68,9.028333,1.395646,24.0,217.07,9.044583,1.398158
G and C farms south meter,2022-08-02,site_missing_data,1078.99,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,214.43,8.934583,1.391125,24.0,216.26,9.010833,1.402997,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,217.79,9.074583,1.412923,24.0,215.09,8.962083,1.395407,24.0,215.42,8.975833,1.397548
G and C farms south meter,2022-08-03,site_missing_data,1032.55,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,204.85,8.535417,1.388746,24.0,207.66,8.6525,1.407796,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,208.01,8.667083,1.410169,24.0,205.8,8.575,1.395187,24.0,206.23,8.592917,1.398102
G and C farms south meter,2022-08-04,site_missing_data,996.25,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,195.06,8.1275,1.37056,24.0,198.37,8.265417,1.393817,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,197.73,8.23875,1.38932,24.0,208.52,8.688333,1.465134,24.0,196.57,8.190417,1.381169
G and C farms south meter,2022-08-05,site_missing_data,1019.6,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,202.26,8.4275,1.388603,24.0,204.87,8.53625,1.406522,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,205.69,8.570417,1.412152,24.0,203.01,8.45875,1.393752,24.0,203.77,8.490417,1.39897
G and C farms south meter,2022-08-06,site_missing_data,1109.42,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,221.92,9.246667,1.400227,24.0,226.76,9.448333,1.430766,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,221.59,9.232917,1.398145,24.0,219.93,9.16375,1.387671,24.0,219.22,9.134167,1.383191
G and C farms south meter,2022-08-07,site_missing_data,1245.03,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,326.45,13.602083,1.835418,24.0,268.15,11.172917,1.507634,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,297.47,12.394583,1.672482,24.0,86.95,3.622917,0.488864,24.0,266.01,11.08375,1.495603
G and C farms south meter,2022-08-08,site_missing_data,2199.15,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,292.84,12.201667,0.932124,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,503.83,20.992917,1.603715,24.0,506.48,21.103333,1.61215,24.0,402.1,16.754167,1.279904,24.0,493.9,20.579167,1.572107
G and C farms south meter,2022-08-09,site_missing_data,1085.01,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,215.5,8.979167,1.39031,24.0,217.65,9.06875,1.404181,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,219.05,9.127083,1.413213,24.0,216.23,9.009583,1.395019,24.0,216.58,9.024167,1.397277
G and C farms south meter,2022-08-10,site_missing_data,734.7,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,145.2,6.05,1.383422,24.0,149.02,6.209167,1.419818,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,147.2,6.133333,1.402477,24.0,146.32,6.096667,1.394093,24.0,146.96,6.123333,1.400191
G and C farms south meter,2022-08-11,site_missing_data,1067.34,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,212.21,8.842083,1.39175,24.0,213.88,8.911667,1.402702,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,215.36,8.973333,1.412408,24.0,212.82,8.8675,1.39575,24.0,213.07,8.877917,1.39739
G and C farms south meter,2022-08-12,site_missing_data,984.33,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,195.73,8.155417,1.391921,24.0,197.44,8.226667,1.404082,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,198.47,8.269583,1.411407,24.0,196.2,8.175,1.395264,24.0,196.49,8.187083,1.397326
G and C farms south meter,2022-08-13,site_missing_data,938.36,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,186.43,7.767917,1.390735,24.0,188.11,7.837917,1.403267,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,189.31,7.887917,1.412219,24.0,187.11,7.79625,1.395808,24.0,187.4,7.808333,1.397971
G and C farms south meter,2022-08-14,site_missing_data,1071.0,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,213.0,8.875,1.392157,24.0,214.38,8.9325,1.401176,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,216.19,9.007917,1.413007,24.0,213.6,8.9,1.396078,24.0,213.83,8.909583,1.397582
G and C farms south meter,2022-08-15,site_missing_data,1062.73,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,211.25,8.802083,1.391463,24.0,212.94,8.8725,1.402595,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,214.57,8.940417,1.413332,24.0,211.84,8.826667,1.39535,24.0,212.13,8.83875,1.39726
G and C farms south meter,2022-08-16,site_missing_data,1031.03,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,205.05,8.54375,1.392152,24.0,206.24,8.593333,1.400231,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,208.23,8.67625,1.413742,24.0,205.62,8.5675,1.396021,24.0,205.89,8.57875,1.397855
G and C farms south meter,2022-08-17,site_missing_data,1055.91,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,210.04,8.751667,1.392429,24.0,211.5,8.8125,1.402108,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,213.1,8.879167,1.412715,24.0,210.54,8.7725,1.395744,24.0,210.73,8.780417,1.397004
G and C farms south meter,2022-08-18,site_missing_data,1054.76,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,209.65,8.735417,1.391359,24.0,211.35,8.80625,1.402641,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,212.99,8.874583,1.413525,24.0,210.25,8.760417,1.395341,24.0,210.52,8.771667,1.397133
G and C farms south meter,2022-08-19,site_missing_data,1022.84,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,203.06,8.460833,1.38968,24.0,205.47,8.56125,1.406173,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,206.25,8.59375,1.411511,24.0,203.83,8.492917,1.394949,24.0,204.23,8.509583,1.397687
G and C farms south meter,2022-08-20,site_missing_data,1029.82,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,204.54,8.5225,1.390321,24.0,206.73,8.61375,1.405207,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,207.64,8.651667,1.411392,24.0,205.23,8.55125,1.395011,24.0,205.68,8.57,1.39807
G and C farms south meter,2022-08-21,site_missing_data,809.6,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,161.1,6.7125,1.39291,24.0,161.82,6.7425,1.399135,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,163.34,6.805833,1.412278,24.0,161.53,6.730417,1.396628,24.0,161.81,6.742083,1.399049
G and C farms south meter,2022-08-22,site_missing_data,1028.01,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,203.86,8.494167,1.388138,24.0,206.34,8.5975,1.405025,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,207.64,8.651667,1.413877,24.0,204.93,8.53875,1.395424,24.0,205.24,8.551667,1.397535
G and C farms south meter,2022-08-23,site_missing_data,730.53,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,154.95,6.45625,1.484744,24.0,140.62,5.859167,1.347433,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,157.43,6.559583,1.508508,24.0,135.25,5.635417,1.295977,24.0,142.28,5.928333,1.363339
G and C farms south meter,2022-08-24,site_missing_data,993.76,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,198.32,8.263333,1.396957,24.0,199.42,8.309167,1.404705,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,197.82,8.2425,1.393435,24.0,195.91,8.162917,1.379981,24.0,202.29,8.42875,1.424922
G and C farms south meter,2022-08-25,site_missing_data,811.69,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,160.53,6.68875,1.384408,24.0,164.89,6.870417,1.422008,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,162.24,6.76,1.399155,24.0,161.67,6.73625,1.394239,24.0,162.36,6.765,1.40019
G and C farms south meter,2022-08-26,site_missing_data,1062.07,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,198.03,8.25125,1.305196,24.0,199.76,8.323333,1.316599,24.0,66.47,2.769583,0.438097,24.0,0.0,0.0,0.0,24.0,200.89,8.370417,1.324046,24.0,198.35,8.264583,1.307306,24.0,198.57,8.27375,1.308756
G and C farms south meter,2022-08-27,site_missing_data,850.75,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,169.32,7.055,1.393171,24.0,172.07,7.169583,1.415798,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,169.14,7.0475,1.39169,24.0,169.87,7.077917,1.397696,24.0,170.35,7.097917,1.401646
G and C farms south meter,2022-08-28,site_missing_data,895.28,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,179.26,7.469167,1.401595,24.0,178.65,7.44375,1.396826,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,179.5,7.479167,1.403472,24.0,179.76,7.49,1.405504,24.0,178.11,7.42125,1.392603
G and C farms south meter,2022-08-29,site_missing_data,1029.74,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,206.05,8.585417,1.400693,24.0,205.92,8.58,1.39981,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,204.92,8.538333,1.393012,24.0,206.17,8.590417,1.401509,24.0,206.68,8.611667,1.404976
G and C farms south meter,2022-08-30,site_missing_data,1031.82,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,205.37,8.557083,1.393257,24.0,206.78,8.615833,1.402822,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,208.21,8.675417,1.412524,24.0,205.64,8.568333,1.395088,24.0,205.82,8.575833,1.396309
G and C farms south meter,2022-08-31,site_missing_data,1024.24,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,203.37,8.47375,1.389899,24.0,204.94,8.539167,1.400629,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,207.29,8.637083,1.416689,24.0,204.76,8.531667,1.399399,24.0,203.88,8.495,1.393384
G and C farms south meter,2022-09-01,site_missing_data,1008.82,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,200.73,8.36375,1.392825,24.0,202.38,8.4325,1.404274,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,203.5,8.479167,1.412046,24.0,200.98,8.374167,1.39456,24.0,201.23,8.384583,1.396295
G and C farms south meter,2022-09-02,site_missing_data,1026.77,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,204.18,8.5075,1.391996,24.0,206.0,8.583333,1.404404,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,207.27,8.63625,1.413062,24.0,204.55,8.522917,1.394519,24.0,204.77,8.532083,1.396019
G and C farms south meter,2022-09-03,site_missing_data,985.81,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,195.82,8.159167,1.390471,24.0,198.32,8.263333,1.408223,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,198.75,8.28125,1.411276,24.0,196.29,8.17875,1.393808,24.0,196.63,8.192917,1.396222
G and C farms south meter,2022-09-04,site_missing_data,943.15,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,187.42,7.809167,1.391019,24.0,189.95,7.914583,1.409797,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,189.67,7.902917,1.407719,24.0,187.82,7.825833,1.393988,24.0,188.29,7.845417,1.397477
G and C farms south meter,2022-09-05,site_missing_data,995.09,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,198.02,8.250833,1.39298,24.0,199.49,8.312083,1.40332,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,200.86,8.369167,1.412958,24.0,198.23,8.259583,1.394457,24.0,198.49,8.270417,1.396286
G and C farms south meter,2022-09-06,site_missing_data,1011.69,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,201.17,8.382083,1.391918,24.0,203.04,8.46,1.404857,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,204.22,8.509167,1.413022,24.0,201.47,8.394583,1.393994,24.0,201.79,8.407917,1.396208
G and C farms south meter,2022-09-07,site_missing_data,897.37,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,178.36,7.431667,1.39131,24.0,180.36,7.515,1.406911,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,180.95,7.539583,1.411514,24.0,178.71,7.44625,1.39404,24.0,178.99,7.457917,1.396225
G and C farms south meter,2022-09-08,site_missing_data,617.57,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,122.65,5.110417,1.390207,24.0,124.41,5.18375,1.410156,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,123.73,5.155417,1.402448,24.0,123.19,5.132917,1.396328,24.0,123.59,5.149583,1.400861
G and C farms south meter,2022-09-09,site_missing_data,802.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,159.6,6.65,1.392184,24.0,161.35,6.722917,1.407449,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,161.61,6.73375,1.409717,24.0,159.77,6.657083,1.393667,24.0,160.15,6.672917,1.396982
G and C farms south meter,2022-09-10,site_missing_data,1019.5,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,202.94,8.455833,1.393409,24.0,204.12,8.505,1.401511,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,205.92,8.58,1.41387,24.0,203.13,8.46375,1.394713,24.0,203.39,8.474583,1.396498
G and C farms south meter,2022-09-11,site_missing_data,941.67,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,187.17,7.79875,1.391347,24.0,189.33,7.88875,1.407404,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,189.85,7.910417,1.411269,24.0,187.49,7.812083,1.393726,24.0,187.83,7.82625,1.396253
G and C farms south meter,2022-09-12,site_missing_data,566.93,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,112.35,4.68125,1.387208,24.0,115.26,4.8025,1.423139,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,113.53,4.730417,1.401778,24.0,112.72,4.696667,1.391777,24.0,113.07,4.71125,1.396098
G and C farms south meter,2022-09-13,site_missing_data,331.84,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,65.67,2.73625,1.385276,24.0,67.45,2.810417,1.422824,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,66.05,2.752083,1.393292,24.0,66.25,2.760417,1.397511,24.0,66.42,2.7675,1.401097
G and C farms south meter,2022-09-14,site_missing_data,937.32,FRONIUS-e5d4623c-5a06-4b45-b2f0--G001,"ALL_INVERTERS, Symo 24.0-3 480 (1) (ECDEE1), Symo Advanced 24.0-3 480 (2) (2344D2), Symo Advanced 24.0-3 480 (3) (2344DB)",24.0,186.45,7.76875,1.392427,24.0,188.19,7.84125,1.405422,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,189.02,7.875833,1.41162,24.0,186.67,7.777917,1.39407,24.0,186.99,7.79125,1.39646
